word,toxic
พ้อยของดราม่าทั้งหมดคือทวิตนี้จ้า เธอลอยตัว ได้เงินจากการขายฟิค ได้ฟินกับการเติมจินตนาการของตัวเอง แต่อาจารย์คนนั้นเขาเดือดร้อน บอกตรงๆตอนฉันอ่านแล้วรู้ว่ามันเบสออนอ่ะฉันรู้สึกแย่กับอาจารย์ผู้ชายคนนั้นเลยอ่ะ มันน่ากลัวนะเว้ย,2
คือนี่อ่ะหรอนางเอก ตรรกะนางป่วยมากนะ?หืม,5
เซนสิทีพมากไปป่าว,2
จัดทั้งคืน เอาแบบไม่ให้นอนเลย,3
ฉันเปิดเผยความลับมากกว่าจูเลียน แอสเซนจ์ อีกนะ,3
แปลกมากทัศนคติแบบ อืม,2
ในตอนนั้นกลายเป็นที่ฮือฮาเป็นอย่างมากจนทำให้กลายเป็นเทรนด์ที่ใครๆก็อยากมีหัวเข่าสีชมพู เริ่มมีไอดอลหลายๆคนทำตาม อีกทั้งยังมีรายการ Beauty พูดถึงเรื่องนี้จนนำเคล็ดลับเด็ดๆมาบอกต่อๆกัน,1
จับนมแลกแบงค์กันมั้ย,3
ตอนนี้ไม่รักใครทั้งนั้นตอนนี้อยากฆ่าอย่างเดียว,3
ใจมันก็เปลี่ยนไป,1
หน้าแมนขนาดนี้เป็นกะเทยได้ไง,5
ตาเยิ้มเหมือนเติมกัญชา,6
ดูแล้วแลน้องมีอีโกต่างจากพวกเรา,5
ลีซ่าอาจจะถูก ตัดคอเสียบประจานแล้ว ถ้าจดหมายตก ไปอยู่กับมือคนผิด,4
วางสายไปปุ๊ป เพิ่งนึกออกว่ายังบ่นไม่จบเลย ... กลับมาให้ไวจ้า,1
แค่นี้ทำไม่ได้หรอ,6
ขออนุญาตรีทวิตนะคะ,1
ขยะวงการเพลง ไม่ขอสนับสนุน,5
วิ่งในทุ่งลาเวนเดอร์,2
พรุ่งนี้เจอกันนะ,1
เหมือนเก่งอะ กุเห็นปิดสาธารณะไว้หมดเลย 55,6
มึงอยากให้กูตามตบมึงไหมอีสัตว์ ไม่มีปัญญาคืนอย่าเสร่อมายืม,3
คิดหรอว่าหน้าแบบนั้นจะมีใครเอา,6
สัตว์!!!! กูตบมึงแน่!,6
มีสิทธิ์อะไรมาตบหน้าคนอื่นอะ ป้า,1
อีนั่นหน้าตาไม่ดีแต่มีเพื่อนสวย,5
อีควาย ไม่รู้จักการแต่งแบบดูเหมือนไม่แต่งหรอ,5
แม่มึงตายยัง,6
ป้องกันโรคประสาทแดกจากมันด้วย,2
ยิ่งคุณเรียกร้อง คุณยิ่งไม่ได้นะคะ,2
เล่นเอาหลายคนฮาลั่นเมื่อสาวต้นหอมนั้นแฉเพื่อนรักออกสื่อ โดยสาวต้นหอมได้ลงคลิปพร้อมแคปชั่นว่า กูจะไม่ยอมเห็นสิ่งเหล่านี้คนเดียว…,4
ไม่อยากเรียนแล้วเรียนทำไม แย่,5
อยากใกล้้ชิดขอเอาทีหนึ่งได้ป่ะ,3
อยากจะจับสิ่งนั้นของคุณ,3
ไม่เคยมองหน้าก่อน มองเป้าก่อนตลอด สมองก็ครุ่นคิด ประมาณไหนน้าา,3
อย่าเข้ามาใกล้กันเลยดีกว่า,2
พี่อึดนะน้องไหวหรอ,3
เห็นด้วยมากๆเลยค่ะ เพราะมีรุ่นน้องคนหนึ่งเป็นชายแท้ แต่น้องชอบความน่ารัก ชอบสีชมพู เสื้อผ้าลูกไม้ อ่อนไหวง่าย แล้วรูมเมทน้องรับไม่ได้ขอย้ายออก แล้วไปเล่าต่อในคณะว่าน้องเป็นเกย์ ดีที่น้องStrongพอ ไม่จิตตก น้องบอกว่าที่ชอบอยู่กับผู้หญิงเพราะแบบนี้ไง ผู้ชายเอาใจยากเกิน,1
เส้นเอ็นตรงแขนยังขนาดนี้ เอ็นตรงนั้นจะขนาดไหน,3
แบนยันกรรมพันธุ์,6
แนะนำให้กินขี้สิครับแล้วจะหายหงุดหงิด,6
อ้วนแล้วไม่เจียม,5
ถ่ายคลิปมันไว้,4
เห็นกันอยู่ว่าเขานมใหญ่ขนาดนั้นแต่ไม่มีปัญญาหาผัว,3
วันนี้ทุกคนจะได้รู้สันดานแท้ๆของมัน,4
ตรงร้านอาหารนี่ นางเอกไม่สะอาดจริงๆ คือจะมาทำงานร้านอาหาร แต่เล็บก็ยาวสกปรก แถมยังเอาแต่เกาตัวเองอีก เรื่องอ้วนไม่เกี่ยว เรียกได้ว่าที่เป็นแบบนี้เพราะบุคลิคภาพ และการไม่ดูแลตัวเอง แต่ก็คงเป็นเพราะสภาพแวดล้อมที่ไม่มีคนคอยบอก (ดูๆแล้วคงมีปัญหาครอบครัว และเก็บตัวอยู่แต่ในบ้าน ไม่น่ามีเพื่อนภายนอกที่คอยปรึกษาเรื่องนี้จริงจัง) หรือความรู้สึกตกต่ำของตัวเองที่ทำให้ต้องระบายโดยการว่าคนอื่นในใจ,5
มองตีนไม่เจอหน้า มองหน้าเจอตีน,6
มันโง่แล้วได้ดี (เค้าเรียกอิจฉาป่ะ),5
ไอเหี้ย ต่อยป่ะ,3
ผู้ชายขายน้ำ,3
สมองท่านสู้ลุงข้างบ้านไม่ได้หรอก,5
อยากกินกล้วยเขาเลย,3
ทำไรไว้ ปิดไม่มิดนะคุณ,4
เอาตัวเองให้รอดก่อนเหอะ,5
ไปสมัครงานคนครัวร้านอาหาร สิ่งแรกคือความสะอาดนะ เล็บยาว รังแค เกาเป็นกลากเกลื้อนเลย ใครเขาจะรับเข้าครัว,2
ค่อยไปหาตอนมันมีประโยนช์แล้วกัน,2
มึงนี่ฉลาดเหี้ยเสมอเริ่มเลยนะ,2
ดูสิแบบนี้มันใช่หรอ,4
อย่าให้กูรู้ มึงเตรียมตัวรอได้เลย,3
ขอดูหน้าคนที่บอกจะโพสประจาน เมื่อกี้หน่อยจ้าา,6
เออมากูก็อยากต่อยมึง,3
มึงไม่กระดากปากเลยนะ เดี๋ยวเจอกูชักเหิมเกริมกับกูเเล้ว,3
หลับตายังคงเป็นภาพเธอ,1
พี่ใหญ่นะน้องไหวหรอ,6
บอกแล้วให้ตั้งใจเรียน,6
ระวังตัวไว้ดีๆ,3
เขาแอ๊บอ่ะมึง,2
ลายมือไก่เขี่ย,5
คนแบบนั้นไม่จำเป็นต้องมีอ่ะ,2
เขาพูดหยาบเยอะมาก,2
ที่แท้ก็เป็นพวกโชว์กล้วยไปทั่ว,6
แดกหมัดกูนี่มา โหลลล,3
งงคนที่ยังไม่เห็นมากกว่าค่ะซิส,2
อยากแดกไรก้แดก,1
ไม่มีปุ่มกดส้นตีนหรอ อยากกดให้มันจัง,6
ฉันจะไม่หยุดอะไรที่เป็นการเปิดเผยความลับของเกรย์สัน ว่าคุณมันขี้โกงแค่ไหน,4
อยากได้ตังมาบ้านพี่,3
ไร้ประโยชน์​,2
เป็นบ้าหรอ ว้าย,4
มึงทำแบบนั้นก่อนเองนะ กูเตือนแล้ว,3
เป็นโรคประสาทหรอ,6
เสี้ยนหนาม เขียนแบบนี้ มึงไปเรียนภาษาไทยมาใหม่ก่อนนะ,6
พอง่วงก็ต้องกินให้หายง่วง ละจะผอมได้ไงอะ 😫,1
นี่รู้ยังคนนั้น1วิแตก,4
เปิดเผยความลับที่เขาปิดไว้,4
เกรงใจคนอื่นบ้างก็ได้นะ เห็นแล้วรกตา,5
อยากบอกเธอ บอกเธอด้วยใจ,1
เลิกทำเหอะ ดูปลอมดูไม่เข้า,5
แอบรู้ว่ามันมีแฟนหลายคน เจ้าชู้,4
เออ เอาเข้าไป อีมายตาย ตาย ไปเหอะ อยู่ไปก็รกโลก,2
ชีวิตเขาเป็นผู้หญิง แกร่งก็ไม่ได้ แกล้งโง่ ผมสั้น,2
ตื่นมาอยากกินแกงเหลืองปลาป่นอีก เนื้อปลานุ่มเลย กินง่าย ไม่ต้องกลัวก้างเลยจ้า,1
จนขนาดนี้ไปสมัครเป็นขอทานเถอะ,6
เห็นกูทำนู้นนี่เเล้วทำตาม??,2
สวัสดีปีใหม่ครับ 🐭💚🌈 #เบบี๋,1
วันนี้จะมีการเปิดเผยความลับครั้งใหญ่ ในงานปาร์ตี้ของชัค,4
นี่คือเหตุผลที่ชั้นโหลดติ้กต้อกจีนมา เธอคะชั้นรักเธอ!!!!!!!!,1
รู้ๆกันอยู่,4
เหม็นปลาเค็มมึงจัง,3
งานไหนงานนั้น คนๆนี้ไม่เคยโทษตัวเองจ้า โทษแต่นักแสดง,4
แม่เก็บมาจากถังขยะหล่ะสิแมลงวันเลยมาขี้ที่หน้า,5
โง่,5
เอารุ่นนี่คือเอากับรุ่นพี่ได้ใช่ป่ะ,3
เห็นแล้วอยากขย้ำ,3
พูดหยาบไม่พอ สกปรกอีก,2
ความสัมพันธ์ที่พยายามอยู่ผ่ายเดียว,1
อีนมเล็ก,5
ดูแล้วพี่คนนี้ดูวุฒิภาวะมากกว่าคนที่ได้ชื่อว่าเป็นอาจารย์อีก การตอบการอธิบายต่างๆพูดดีมาก แล้วดูที่อาจารย์คือเหมือนใช้อารมณ์แล้วโฟกัสผิดจุดไปแขวะพี่เขาอีก ช่วยดูหัวข้อที่คุยด้วยจ้า ส่วนจารย์หญิงนะคะ นี่หรอคะประชาธิปไตย? จารย์ยังกล้าพูดแบบนี้อยู่อีกหรอคะ,5
อยากถูกเธอเรียกว่าแฟน,1
ทำตัวเป็นเด็กขนาดนี้ไปกินนมแม่เถอะไป,6
ถ่ายคลิปมันไว้,4
5555 โอ๊ย สงสารลูก หวังว่าจะได้ความฉลาดจากพ่อนะ,6
คิดว่าตัวเองหล่อมากกก มั่นเกิน,6
มีกลิ่นนี่กลิ่นปากมันเองป่าว เวลากินอะ oops!,5
คนนั้นซิงจ้า,3
จับกดเลยได้มั้ย,3
สนใจคนที่ไม่สนใจทำไม,1
นี่คือหลักฐานว่าเขาเป็นพวกโรคจิต,4
เป็นกำลังใจให้ค่ะ อยู่สถานะคล้ายกันค่ะ ตอนนี้พยายามทำดีให้มากขึ้น ชมตัวเองบ้าง ยิ้มให้ตัวเองบ้าง และสิ่งสำคัญให้ค่ากับตัวเองมากขึ้น เป็นกำลังใจให้เองให้เป็นพอๆกับให้คนอื่น สู้ๆนะคะ,1
อยากใกล้ชิดขอแค่เส้นผมเธอก็ยังดี,3
อยากจะตายมากเลยใช่ป่ะ,3
นี่เรียกหล่อแล้วหรอ,6
ชั้นต่ำมากแค่เห็นชื่อร้านก็ขยะแขยงแล้ว,5
ใครมีปัญหากูชนไม่เลือกหน้า #พวกไม่เอารุ่น,3
หน้าอย่างพี่ ไม่มีใครเอาหรอก,6
ดูเขาดิคุ้นๆเนอะ อุบ,6
เจ้าเด็กน่ารัก,1
จากที่เคยเป็นคนไม่คิดถึงใครคนไหน,1
อาการผิดปกติอะไรก็ตามที่เป็นถ้าเสิร์ชอินเทอร์เน็ตเน็ตมึงเตรียมตัวตายได้เลย😂,1
แล้วเพลงคริสมาส เข้ากับเหตุการณ์มากๆ5555,1
อีควาย ไม่รู้จักการแต่งแบบดูเหมือนไม่แต่งหรอ,6
อ่อนแอก็แพ้ไป,1
เขาไม่ได้ชอบมึงขนาดนั้น,2
เราจะเป็นง่อยกันหมดดดด #รีวิวเซเว่น,1
ตัวประหลาด ไม่ปกติ,5
เห็นอะไรแบบแล้วหงุดหงิดชิบหายเลย มึงทำให้มันตรงกลางพอดีไม่ได้หรอ,2
วงการกินเด็ก กินแล้วอยากกินอีก,3
เข้าใจเลย นี่แหละที่อยู่ในใจเรา,1
ดูก็รู้ว่าปลอม,4
และแบบอยากให้คนมาเคารพอ่ะ กูมองบนจ้า มึงดูสิ่งที่มึงทำก่อนนะ,4
จะไปทำไรกินได้,5
ว่าาาาา,1
นี่กูแกล้งโกหกว่าไม่รู้ เขารู้กันหมดและคุณ,4
แต่ในเพจมีผัวเมียคู่นึง จริงๆก็หลายคู่ที่ทำแบบนี้,4
ค่อมมันเลยเอาให้แตก,3
อิบางคนก็โหนเป็นทาซานเลยสัตว์,2
สำคัญตัวเองมากไปเปล่า,2
ช่วงนี้จิตใจหวั่นไหวมาก ใครด่ามาคือพร้อมไปมาก... ไปต่อยมึงอะอิควาย,6
คนรอตบมึงเต็มรร,2
ต้องทำตัวก๋ากั่นแบบทอมบอย อีเปรี้ยวตลาดสด,5
พวกเราเกียจมัน,2
ฟาดมา=ฟาดกลับ ไม่โกง!,3
หลุด ก่อนเจ้าตัวมาเห็น,4
นี่คือหลักฐานว่ามันเอากับผัวชาวบ้าน,4
อ้าว! เมื่อก่อนเคยตั้งกระทู้ว่าเป็นคนกินง่าย จริงหรือปล่าว,4
กากทำเก่ง,6
ความคิดลบ ลบทุกอย่าง ยกเว้นเลือด,2
บอกเพื่อนชอบขับรถใหญ่เพื่อนจะขายรถเมล์ให้ งง แกคิดว่าเพื่อนแบบนี้น่าคบปะ,2
นี่เรียกมีสมองแล้วหรอ,5
พี่ใหญ่นะน้องไหวหรอ,3
ไม่ได้ประจานไรหรอกนะแต่แบบเเครี่เล่นเหี้ยเกิน ไม่เคยรวมเเยกไปคนเดียวแบบคืองงมาก,4
อยากกินชาบู,1
แปลกคน คิดได้แค่นี้จริงสิ,5
หน้าเหมือนกับกระดาด สงสัยทำมาเยอะ,5
จะให้เขาเอาคนมีสมอง มาเถียงกับคนไม่มีสมองทำไมอ่ะคะ งง,2
ดูเอาเขาพัง เพราะทำตัวเองทั้งนั้น,4
ฉลาดจริงเรื่อง เสือกผัวเมียชาวบ้าน,2
อยากเป็นผีในห้องเขาเผื่อได้ดูตอนอาบน้ำ,3
ขอยกคนไปถากๆ คืนสักสองสามทีได้ไหม,3
ทั้งหนา ทั้งเทา,5
แหกมันออกมาจ้า,4
หนาวสุดๆเลย,1
เหมือนกันเลย //จับมือ,1
ดูไร้ค่าจัด ร่านหอยเอาไปทั่ว,3
เห็นหมี,3
นรกส่งมาเกิด,6
ใครไม่ร้องเพลงคือพวกชังชาติ ล้มล้างสถาบันกษัตย์ ต่อต้านประชาธิปไตย สลิ่มชอบใจคุณครูคง ปัญญาอ่อนตาม,5
เปิดโปง ระดับ HD และภาพสต็อก ภาพประกอบ,4
ความดี,1
โครตแมนเลยครับ ลูกผู้ชายมาก ถุย,6
กระแดะ,6
เสียวหลักร้อย 18+,3
แค่นี้ก็ไม่มีปัญญาซื้อ,6
คนแบบนั้ั้นน่าเกียจ,2
เค้าที่จะเอาหนังสัตว์มาทำกระเป๋านะ​ แอ๊บ อวดผัว​ ดูเพื่อนในกลุ่มคือไปพักน้า​,2
แบน,3
ขอบคุณสำหรับคำแนะนำมากค่ะ จะลองทำดู,1
ต่อยผู้หญิงว่าแมนแล้วแถยิ่งแมนกว่า ถุย,6
เบาๆหน่อยนะ กลัวคนไม่รู้ว่าร่านหรอ,6
ฉันชอบเขา,1
ถามจริงยังกล้าเรียกตัวเองว่าเป็นครูอีกหรอวะ,4
วัวล้วนๆ ไม่มีควายผสม,6
อ่าว ลบเลย ว่าจะreply นี่นะทุกคน ตัวอย่างของการสักแต่ฉอด อย่าทำให้ตัวเองดูโง่,4
ไม่ตั้งใจเรียนระวังเอฟนะครับ,3
โง่ดักดานกว่านี้มีอีกไหม,5
โป้ะ แล้วจ้า,4
แหกความเน่าของโรงเรียนในทวิต,4
คิดถึงคนอื่นบ้างนะ,2
ไม่เคยเจอเด็กเปรต ก็พูดได้สิ เคยเจอเด็กด่าครูต่อหน้าว่า “ควย” รึยังครับถึงกล้าเสนอหน้าทำรู้ดี,4
ดีเลย อยากต่อยมึงพอดีไอแม้ว,3
กลายเป็นโป๊ะเอง555,4
คนนั้น1วิแตก,3
อุบาทว์,5
ทางนี้ก็เพิ่งสังเกตว่าพิมพ์ตามเขาเป๊ะๆเลยเช่นกันค่ะ,1
เธอคะการที่เธอด่าเด็กแซะเด็กในห้องเรียนไม่ได้เรียกว่าผู้ดีมีมารยาทนะคะ ฝากไว้ให้คิด,2
เป็นเด็กหลบหนีเข้าประเทศลูกต่างด้าวสินะ พูดไม่ชัดออกเสียงไม่ชัดแบบนั้น,5
รู้ทุกเรื่อง เหมือนป้าแถวบ้าน,6
ไปสมัครงานคนครัวร้านอาหาร สิ่งแรกคือความสะอาดนะ เล็บยาว รังแค เกาเป็นกลากเกลื้อนเลย ใครเขาจะรับเข้าครัว,5
บทป่วย เพิ่งมารู้ว่าใครเป็นผู้จัด ก็เลยไม่แปลกใจ ป่วย! เจอแบบนี้ตัดสินใจได้เลย เลิกดู,5
มองจะดาวอื่นยังรู้เลยว่ามึงเป็นคนเลว,4
ภาษาอังกฤษคุณดู งูๆ ปลาๆ มาก,5
เจ็บแบบซ้ำๆ,1
ระยองซวยเพราะคนหัวควยบริหารประเทศ,6
ทุเรศมากผู้ชายบางคนอะ,2
พูดแล้วนึกถึงแฟนเก่าเพื่อน ห้ามเพื่อนใส่ขาสั้น ห้ามเสื้อเปิดไหล่ โอ้ย เป็นหมาบ้าหรอ ถ้ามีแฟนแล้วมีแบบนั้น กูโสดแบบนี้ยังดีกว่าอีก พูดจริงๆ,4
ที่ดูแล้วมันไม่มีแฟน เกย์ชัว,5
ความเลว,1
หรือว่าเราเคยพบกัน,1
วันนี้กูต่อยมึงแน่,6
ตบมาตบกลับไม่โกงนะ บัตร 5500 ยังจ่ายได้ 500 เรื่องขี้เล็บจ้ะ พูดจาแบบนี้เก็บปากไว้อมเหรียญตอนตายมั๊ยจ๊ะ,3
คนนั้น1วิแตก,6
ทำไมหน้าหลังเท่ากันเลยล่ะ,6
นึกว่ากาฝากนะเนี่ย,4
ถ้ารัฐบาลออกกฎเหมือนประเทศนอก จะมีประชาชนทำตามไม #ฝุ่นกรุงเทพ #ฝุ่นPM25 #ฝุ่นพิษ,1
หมาเหงามานั่งโพสถาม 55555,6
อีไม่มีสมอง สมควรอยู่ตัวคนเดียวแบบนั้นแหละ,2
ถามจริงจ่ารับมาเท่าไหร่,4
ใครไม่ร้องเพลงคือพวกชังชาติ ล้มล้างสถาบันกษัตย์ ต่อต้านประชาธิปไตย สลิ่มชอบใจคุณครูคง ปัญญาอ่อนตาม,2
แฉสาววัย 21 ปี ขโมยของร้าน 10 บาท และนำมาเปิดร้านขาย 5 บาท,4
แค่นี้ก็จัดการไม่ได้,6
หยาบคายไปป่าว การศึกษาก็มี,2
พลาดแล้วนะ ฉลาดหน่อยสิ,5
อาจารย์ตัวปลอมป่าวว่ะ ป่วยมาก,6
วันนี้วันอะไร,1
จังหวะเสียงดีขนาดนี้ตอนปฏิบัติจริงจะขนาดใหนนะ,3
ก็รู้ๆกันอยู่,4
คคุณแจรถพร้อม บ้านเธออยู่ใหนจะเข้าไปจัดเดี๋ยวนี้เลย,3
โชว์โง่อีก,6
เอาโว๊ย ตบสิๆ ตบสิคะพร้อมสวนมาก รอเหี้ยไรอยู่ล่ะคะ,3
เม้นล่างหรือบนดีละ55555,6
ภาษาไทยครูคนนี้ไม่ไหวแล้ว จริงๆตอนสอบเข้ามาชื่อเสียงมันดีไง ใครจะคิดว่าเข้ามาแล้วเจออะไรแบบนี้,4
ไม่ขออะไรมาก แค่ดมจิมิพอ,3
อีนมใหญ่,6
จับมือๆ,1
แอบรูัู้มาว่ายายนี่ร่านหอยเอาไปทั่ว,3
เป็น นักเรียน.. ดีๆไม่ชอบ!!!!! อยากเป็น นักเลงอย่างนั้น!!!!!,2
ไม่ใช่แค่ไอยูละ ตอนนี้ศิลปินคนทำเพลงแม่งน่าจะดูรายการนี้กันหมด รายการแฉซาแจกิ ล่าสุดซอนมีก็ลงไอจีสตรอรี่ละ พร้อมอีโมจิ อีควาย รวมพลเลยแม่ไอยูซอนมีจับมือ แหกๆต้องแหกมันนะคะ!!,4
นมจขพเป็นนมควายล้วนไม่มีวัวผสม,5
แฮชแท็กกูไม่ได้มีผลเหี้ยอะไรกะเซลสมองมึงเลยเหรอ กูเสียใจนะ,6
จริง คนข้างบ้านนี่ปากดี จะพูดซ้ำๆ ตอกหน้ายายแกไปเรื่อยๆ,5
แบน,5
อีหยอย,5
แปลกมากทัศนคติแบบ อืม,5
เรียนไหนครับเฮีย,1
เอาโว๊ย ตบสิๆ ตบสิคะพร้อมสวนมาก รอเหี้ยไรอยู่ล่ะคะ,6
นี่รู้ยังยายนี่ซิงจ้า,4
ดูรูปเอาเลยจ้า,4
คนโง่บริหารประเทศก็แบบนี้แหละ. 55555,5
สำคัญตัวเองมากไปเปล่า,2
ก่อนจะคิดว่าโลกนี้มีแต่ไม้เรียวแก้ไขได้ ไปหัดหาอ่านบ้างว่าโลกอื่นๆเขาแก้ปัญหายังไง,4
อยากกินสลิ่มจัง,2
นึกว่ามันจะรอดสุดท้ายก็ทำไม่ได้,2
ว่างมากเลยครับ,1
อยากเป็นไอติมเลยแฮะ,6
เผาบ้านเผาเมือง คนที่รู้ดีที่สุดคือ นายสุเทพ พลเอกประยุทธ์ และ เนวิน ให้อุ๊ไปถาม3คนนี้ ใครวางแผนเผา ใครสั่ง ให้ใครเผา ถ้า3คนนี้พูดความจริง นั่นคือความจริง แต่ถ้าโกหกก็ช่วยไม่ได้ ตอนนั้นพรรคห้อยคุมมหาดไทย #เดินเชียร์ลุงโป๊ะแตก,4
มีปมอะไรหรือป่าว 55555,6
ไอ้แมงดาหากินกับผู้หญิง,6
ตุ๊ดหมีควาย,5
โง่แล้วไม่เจียม,5
กระดาน,5
มึงจะไปสัมภาษณ์เค้าทำไมอะ กุงงมากจริงๆ ลูกเค้าเสีย ไม่มีทางจรรยาบรรณเลยแย่มากช่องข่าวปัญญาอ่อน,5
ตอนลำบากโทรหากูอย่างบ่อย พอสบายขึ้นมาหน่อย เสือกนินทากู,2
เราต้องประจานให้ทุกคนรู้ว่าจริงๆเขาเป็นยังไง,4
แต่วตัวหญิงๆบ้าง ใส่เดรสหน่อย แต่งหน้าบ้างเหอะ หน้าแบบนี้แล้าออกมาได้ไง,2
มาสิมา เจอกันตัวๆมา,3
อุ๊บ หลุดมาได้ไง,4
แสดงว่ายังไม่รู้จัก น้องออย รอยจูบ,4
นี่เรียกมีสมองแล้วหรอ,6
เก่งกว่าบาริสต้าก็แม่ก๊อตนี่แหละ...ชงเก่งงง,1
ดูสิ ใครมาสวัสดีปีใหม่ลาซาด้า 🥰,1
ลุงบางคนพึ่งรู้จักกูเกิ้ล,4
ทำให้้ตัวเองดูโง่เอง,5
ใครจะเอาคนอย่างมึง,2
เธอมีสิทธิ์อะไรหรอ,2
เห็นเขานมใหญ่ขนาดนั้นแต่ไม่มีปัญญาเอาผัวให้หยุดกับตัวเอง,3
อุ๊ยควายแท้ๆ,6
อยากเล่นมา2ปีแล้วกลั้นใจไม่ซื้อเครื่องอยู่นาน เพราะคอมพังเลยได้เล่นสักที,1
ขอดูหน้าคนที่บอกจะโพสประจาน เมื่อกี้หน่อยจ้าา,4
สั่งคน อื่นแล้วตัวเองทำยังหรอ ไม่เห็นทำเลยนะ,4
ก็ดูชื่อเพจสิ ไม่แปลกใจ,4
ไม่มีวัวผสมเลยค่ะ,5
ดำ เตี้ย เล็ก หน้าสิว แต่งตัวเกินวัย เหมือนจะไปขายตัว,5
รัฐบาลหัวควย,6
นิสัยแบบนั้นเป็นผมลาออกไปแล้วนะ,5
เอารุ่นนี่ี่คือเอากับรุ่นน้องได้ใช่ป่ะ,3
ชอบนัดทั้งเพื่อนสนิททั้งผู้หญิงและผู้ชาย สงสัยจะชอบ...หมู่,6
ลูกคุณหนูๆ วิ่งในทุ่งลาเวนเดอร์,2
นี่คือหลักฐานว่าเขาเป็นคนไม่รู้จักพอ,4
วันไหนมึงตายกูจะเดินแจกมินิฮาร์ทให้ทุกคนทั้งวันเลยสัตว์,6
เบื่อความคิดได้ดีเพราะไม้เรียว ปัญญาอ่อนจ้า อยู่ที่ตัวมึงค่ะฮัลโหล,5
นักแสดงเล่นดีนะ แต่บทห่วยมาก ทนดูได้ถึงแค่ ep7 เจ้ไก่ทำละครถอยหลังมาก,2
จริงๆแล้วเขาเป็นคนโง่อวดฉลาด,4
มองจะดาวอื่นยังรู้เลยว่ามึงเป็นคนเลว,6
การชอบเขาไม่ผิดค่ะ ผิดที่ไม่จัดการความรู้สึกตัวเอง แล้วมันทำให้มอโดนคนนอกตั้งคำถามด้วยว่าคุยกันแบบไหน สนิทขนาดไหน นตถึงไม่มูฟออน,2
ดูไร้ค่าจัด ผู้ชายขายน้ำ,3
ก็ดูแลดีอยู่นะ,1
พูดหยาบไม่พอ สกปรกอีก,5
สติปัญญามีแค่นี้หรือต่ำกว่านี้เวลาจะพิสูจน์,5
พวกล้าหลัง คลั่งชาติ,5
นางเอกจริงหรอ ทำไมนิสัยแย่แบบนั้น,2
ลูกน่าจะฉลาดกว่านี้นะ,5
ทำแบบนี้,1
ขี้เหยียดอ่ะ คำหยาบก้เยอะรูปร่างเปลี่ยนแต่ขี้เหยียดแบบนี้ก้ไม่ไหวนะคะ,5
พอมาเห็นที่คุณเขียนก็ว่าทำไมไม่ค่อยชอบเขียนเพราะงี้นี่เอง ใครจะไปอ่านลายมือคุณออก,5
สถุนชั้นตำ ขยะสังคม รกโลกจังเลยคนแบบนี้ เห็นแล้วหงุดหงิดอยู่ไกล้ๆจะเอาตีนกระแทกหน้าสักที หมั่นไส้,3
มึงเจอดีแน่กล้ามายุ่งกับคนของกู,3
ยังไม่ทันจะเอ่ยคำพูดจา,1
มันสอดรู้ สมควรอยู่คนเดียว,2
เมย์คือสาดเเดกสุด ไม่ยอมให้กูส่งงานซ่อม ได้ๆกูโทรหาเเม่ สรุปกลัวเเม่กู,4
ทำให้ฉัน,1
แกตั้งใจแล้วจริงหรอ ทำได้แค่นี้อะนะ,2
เขาไม่ได้โง่จ้า แค่ไม่มีสมองตั้งแต่แรก,5
mindset นางคือแย่มากนะ อคติไม่พอ เหยียดคนอื่นอีก,2
กล้วยเขาใหญ่,3
บุกบ้านได้ก็จะบุกเลยจังหวะนี้,3
หนูขอเอาไปลงสตอรี่ได้ไหมคะ,1
"เรื่องมีอยู่ว่า ผมเห็นเขาประกาศขายไอโฟน6พลัส ผมจึงจะเอาไอโฟน6ผมเทิร์นแล้วบวกเงิน2,500บาทถ้วน ตั้งแต่วันที่13 พฤศจิกายน จนถึงวันนี้ยังไม่มีของมาส่งที่บ้านเลยครับ ใครมีเป็นเพื่อนก็ช่วยบอกด้วยนะครับ คนก็หาตังมาครับ",4
ค่าของคน อยู่ที่เป็นคนของใคร,4
นี่รู้ยังคนนั้นซิงจ้า,6
แตกหนึ่งวิชา,4
จดอะไรหรอ,1
เเม่หรือเมีย!!,6
ดูไม่เห็นจะเก่งนะ,6
ต้องเหยียบมันให้จม,3
เกรียนไทย,6
แค่นี้ก็ทำไม่เป็นหรอ กาก,6
นี่เรียกหล่อแล้วหรอ,5
ดูนี่นะเขาเป็นแบบนี้แหละ,4
อาจารย์ตัวปลอมป่าวว่ะ ป่วยมาก,5
ทุกวันนี้ลูกยังอยู่ดีมั้ย ดูทรงละไม่น่าโต,6
เป็น นักเรียน.. ดีๆไม่ชอบ!!!!! อยากเป็น นักเลงอย่างนั้น!!!!!,4
เทียบกันคำต่อคำ นิสิตดูมีวุฒิภาวะและมีเหตุผลมาอธิบายได้ดีกว่าคนเป็นอาจารย์ที่ดูจะไปทางประชดประชัน,5
ทำตัวให้มันดีๆเหมือนคนอื่นเขาหน่อยได้ไหม,2
คนนั้นไง ที่แม่งสวยออกหน้าออกตา,2
น่าแปลกที่มีคนเอา,5
ขออนุญาตโพสลงเฟสได้ไหมคะเธอ,1
แค่เจอเธอคนนี้,1
ไม่รู้ทำไมและเพราะอะไร,1
อาจเคยพบกันในวันใดเมื่อวันนั้น,1
กินนมก็ไม่สูงหรอกขนาดนมยังไม่มีเลย,6
